transaction_id,date,branch_id,branch_name,kota,provinsi,rating_cabang,customer_name,product_id,product_name,product_category,actual_price,discount_percentage,persentase_gross_laba,nett_sales,nett_profit,rating
TRX1853444,2022-05-01,94518,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.6,Wendy Padilla MD,KF592,"Psycholeptics drugs, Hypnotics and sedatives drugs",M01AB,902300,0.13,30,785001.0,235500.3,3.5
TRX3967972,2022-02-27,89609,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.9,Hunter Baldwin,KF760,"Psycholeptics drugs, Hypnotics and sedatives drugs",M01AE,633000,0.12,30,557040.0,167112.0,3.2
TRX5676640,2020-02-16,61932,Kimia Farma - Klinik & Apotek,Kupang,Nusa Tenggara Timur,4.9,Daniel Adams,KF151,"Other analgesics and antipyretics, Pyrazolones and Anilides",N02BE/B,723800,0.02,30,709324.0,212797.19999999998,4.1
TRX8415605,2020-01-25,83698,Kimia Farma - Klinik & Apotek,Payakumbuh,Sumatera Barat,4.0,Jasmin Nguyen,KF521,"Other analgesics and antipyretics, Salicylic acid and derivatives",R03,765500,0.03,30,742535.0,222760.5,4.9
TRX5926153,2023-06-03,59416,Kimia Farma - Klinik & Apotek,Tangerang,Banten,4.3,Kathryn Castillo,KF877,"Psycholeptics drugs, Hypnotics and sedatives drugs",N02BE/B,411300,0.14,25,353718.0,88429.5,3.8
TRX5972741,2021-07-26,53877,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,4.2,Jordan Boone,KF223,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",N05C,401700,0.08,25,369564.0,92391.0,3.9
TRX9654973,2022-01-21,99281,Kimia Farma - Apotek,Dumai,Riau,4.2,Ann Jones,KF544,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,667100,0.06,30,627074.0,188122.19999999998,4.7
TRX2851438,2022-05-08,83589,Kimia Farma - Apotek,Cianjur,Jawa Barat,4.6,Gabrielle White,KF322,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",N05C,626100,0.13,30,544707.0,163412.1,3.1
TRX6202561,2022-04-13,34673,Kimia Farma - Klinik & Apotek,Cilacap,Jawa Tengah,4.4,Kimberly Gates,KF485,"Psycholeptics drugs, Anxiolytic drugs",M01AE,300800,0.03,25,291776.0,72944.0,4.0
TRX4174722,2022-03-29,76512,Kimia Farma - Klinik & Apotek,Bogor,Jawa Barat,4.7,Christopher Robinson,KF484,Drugs for obstructive airway diseases,N02BE/B,592200,0.12,30,521136.0,156340.8,4.1
TRX5922758,2020-09-15,73360,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,4.8,Joan Foster,KF708,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",N02BA,580100,0.14,30,498886.0,149665.8,5.0
TRX3945848,2020-08-25,14497,Kimia Farma - Klinik & Apotek,Purwakarta,Jawa Barat,3.9,Justin Green,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",R03,6400,0.08,10,5888.0,588.80000000000007,3.0
TRX8520311,2021-08-02,14724,Kimia Farma - Klinik-Apotek-Laboratorium,Denpasar,Bali,4.4,Christopher Olson,KF134,Antihistamines for systemic use,N02BE/B,832800,0.04,30,799488.0,239846.4,3.9
TRX1025309,2021-10-30,24305,Kimia Farma - Klinik & Apotek,Kuningan,Jawa Barat,4.0,Mary Sanchez,KF643,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",R06,24400,0.05,10,23180.0,2318.0,3.1
TRX2920947,2020-08-15,58098,Kimia Farma - Klinik-Apotek-Laboratorium,Yogyakarta,DI Yogyakarta,4.9,Elizabeth Sanders,KF557,"Psycholeptics drugs, Anxiolytic drugs",R03,411900,0.01,25,407781.0,101945.25,4.0
TRX4109310,2020-06-11,44691,Kimia Farma - Klinik & Apotek,Jambi,Jambi,5.0,Joseph Norris,KF953,Drugs for obstructive airway diseases,R06,997500,0.15,30,847875.0,254362.5,3.6
TRX1053017,2023-12-19,42584,Kimia Farma - Klinik & Apotek,Bima,Nusa Tenggara Barat,4.2,Eric Cooper,KF519,"Other analgesics and antipyretics, Pyrazolones and Anilides",M01AE,626400,0.15,30,532440.0,159732.0,3.1
TRX7688094,2022-03-22,44889,Kimia Farma - Klinik & Apotek,Jakarta,DKI Jakarta,4.6,Andrea Horn,KF248,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05B,215100,0.04,20,206496.0,41299.200000000004,4.0
TRX7787070,2022-04-04,47454,Kimia Farma - Klinik-Apotek-Laboratorium,Indramayu,Jawa Barat,4.4,Kimberly Nguyen,KF313,"Psycholeptics drugs, Anxiolytic drugs",R06,503300,0.12,30,442904.0,132871.19999999998,4.9
TRX4515113,2023-02-13,83792,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4.9,Jason Lee,KF881,"Other analgesics and antipyretics, Salicylic acid and derivatives",N05C,944200,0.04,30,906432.0,271929.6,3.1
TRX1802241,2020-06-17,86806,Kimia Farma - Klinik & Apotek,Surabaya,Jawa Timur,4.7,Jake Tran,KF484,Drugs for obstructive airway diseases,N02BE/B,592200,0.02,30,580356.0,174106.8,3.6
TRX5254196,2021-08-14,59571,Kimia Farma - Klinik-Apotek-Laboratorium,Tarakan,Kalimantan Utara,4.9,Renee Dixon,KF881,"Other analgesics and antipyretics, Salicylic acid and derivatives",N05C,944200,0.12,30,830896.0,249268.8,4.3
TRX3356735,2022-10-29,49260,Kimia Farma - Apotek,Ambon,Maluku,4.2,Sean Simon,KF808,"Psycholeptics drugs, Anxiolytic drugs",M01AE,158900,0.06,20,149366.0,29873.2,4.5
TRX8345205,2022-07-28,66676,Kimia Farma - Klinik & Apotek,Sibolga,Sumatera Utara,4.5,Shelby Bradley,KF222,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",R03,64000,0.04,15,61440.0,9216.0,4.7
TRX1298092,2023-05-04,60936,Kimia Farma - Apotek,Subang,Jawa Barat,4.8,Daniel Tyler,KF180,"Other analgesics and antipyretics, Pyrazolones and Anilides",M01AE,739900,0.06,30,695506.0,208651.8,4.2
TRX4525632,2022-06-03,93387,Kimia Farma - Klinik & Apotek,Langsa,Aceh,4.2,Jerry Peterson,KF710,Antihistamines for systemic use,M01AE,958000,0.08,30,881360.0,264408.0,4.4
TRX8276161,2023-10-18,35572,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.6,Nicole Chandler,KF289,"Psycholeptics drugs, Hypnotics and sedatives drugs",M01AE,695100,0.07,30,646443.0,193932.9,4.9
TRX9977269,2020-03-20,35365,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.5,Susan Brady,KF116,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,251700,0.1,20,226530.0,45306.0,4.9
TRX9599149,2020-05-02,18786,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.7,Joseph Sanchez,KF178,"Other analgesics and antipyretics, Pyrazolones and Anilides",R06,877500,0.15,30,745875.0,223762.5,3.1
TRX5633791,2022-01-04,20073,Kimia Farma - Apotek,Kendari,Sulawesi Tenggara,4.0,Morgan Garcia,KF178,"Other analgesics and antipyretics, Pyrazolones and Anilides",R06,877500,0.15,30,745875.0,223762.5,3.7
TRX5726057,2021-01-22,78479,Kimia Farma - Klinik & Apotek,Jakarta,DKI Jakarta,4.2,Maria Jenkins,KF955,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,51200,0.08,15,47104.0,7065.5999999999995,3.5
TRX3589306,2021-02-03,23991,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.6,Denise Larsen,KF576,"Other analgesics and antipyretics, Salicylic acid and derivatives",M01AE,353300,0.11,25,314437.0,78609.25,4.9
TRX6742891,2020-01-10,34673,Kimia Farma - Klinik & Apotek,Cilacap,Jawa Tengah,4.4,Scott Burns,KF172,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,2100,0.04,10,2016.0,201.60000000000002,4.4
TRX6757480,2021-04-11,24143,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.0,Johnathan Johnson,KF201,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",R06,78400,0.07,15,72912.0,10936.8,4.4
TRX8743923,2022-06-13,42965,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,4.0,Derek Daniels,KF981,"Other analgesics and antipyretics, Salicylic acid and derivatives",N05C,314600,0.11,25,279994.0,69998.5,4.4
TRX8340418,2023-04-26,82928,Kimia Farma - Klinik & Apotek,Ternate,Maluku Utara,4.6,Eric Mack,KF600,"Other analgesics and antipyretics, Salicylic acid and derivatives",M01AB,843000,0.09,30,767130.0,230139.0,3.5
TRX9821111,2022-07-14,30970,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.9,Renee Coleman,KF262,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05C,149800,0.07,20,139314.0,27862.800000000003,3.4
TRX9592639,2023-03-31,70637,Kimia Farma - Klinik & Apotek,Tarakan,Kalimantan Utara,4.5,Sydney Rowe,KF878,"Psycholeptics drugs, Hypnotics and sedatives drugs",N02BE/B,533500,0.08,30,490820.0,147246.0,3.2
TRX3998926,2020-10-17,48790,Kimia Farma - Klinik & Apotek,Cikampek,Jawa Barat,4.6,Mary Parrish,KF477,Antihistamines for systemic use,R06,747200,0.07,30,694896.0,208468.8,3.8
TRX3449446,2022-05-13,33370,Kimia Farma - Klinik-Apotek-Laboratorium,Sibolga,Sumatera Utara,4.3,Matthew Lin,KF273,Drugs for obstructive airway diseases,N05B,370600,0.09,25,337246.0,84311.5,3.9
TRX4456376,2021-10-29,60189,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,4.6,Jonathan Brady,KF299,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05C,52000,0.08,15,47840.0,7176.0,3.9
TRX7259058,2021-04-10,58103,Kimia Farma - Apotek,Karawang,Jawa Barat,4.7,Danny James,KF879,Antihistamines for systemic use,N05C,441000,0.02,25,432180.0,108045.0,4.3
TRX1518778,2020-11-18,78858,Kimia Farma - Klinik & Apotek,Banjarmasin,Kalimantan Selatan,4.4,Scott Williams,KF775,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05B,391700,0.14,25,336862.0,84215.5,4.5
TRX6022751,2023-12-13,81157,Kimia Farma - Klinik & Apotek,Garut,Jawa Barat,4.2,Dr. Robert Knight,KF190,"Psycholeptics drugs, Anxiolytic drugs",N02BE/B,286300,0.04,20,274848.0,54969.600000000006,4.4
TRX4899996,2021-10-09,69958,Kimia Farma - Klinik & Apotek,Palembang,Sumatera Selatan,4.7,Erica Ramirez,KF576,"Other analgesics and antipyretics, Salicylic acid and derivatives",M01AE,353300,0.14,25,303838.0,75959.5,4.9
TRX7394469,2022-10-29,53294,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.9,Miguel Anderson,KF406,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05C,766200,0.12,30,674256.0,202276.8,3.8
TRX9162423,2020-10-15,55402,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.9,Sierra Holden,KF389,Drugs for obstructive airway diseases,M01AB,761700,0.02,30,746466.0,223939.8,3.8
TRX9505959,2020-08-02,25572,Kimia Farma - Apotek,Bontang,Kalimantan Timur,3.9,Wyatt Logan,KF611,"Other analgesics and antipyretics, Pyrazolones and Anilides",N02BE/B,544800,0.08,30,501216.0,150364.8,4.1
TRX9806353,2020-10-30,76265,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.9,Joseph Mendoza,KF540,"Other analgesics and antipyretics, Salicylic acid and derivatives",R03,744200,0.15,30,632570.0,189771.0,4.6
TRX5738068,2023-09-26,34034,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,3.9,Kristine Bryant,KF482,Antihistamines for systemic use,M01AE,839100,0.01,30,830709.0,249212.69999999998,4.0
TRX4031985,2021-01-04,93702,Kimia Farma - Apotek,Jayapura,Papua,4.3,Teresa Rivera,KF943,"Other analgesics and antipyretics, Salicylic acid and derivatives",N05B,5500,0.07,10,5115.0,511.5,4.9
TRX2831521,2022-09-02,93529,Kimia Farma - Klinik & Apotek,Yogyakarta,DI Yogyakarta,4.3,John Woods,KF340,Antihistamines for systemic use,N02BA,603000,0.15,30,512550.0,153765.0,3.6
TRX9465455,2023-04-19,35236,Kimia Farma - Klinik & Apotek,Tomohon,Sulawesi Utara,4.7,Robert Peterson,KF482,Antihistamines for systemic use,M01AE,839100,0.11,30,746799.0,224039.69999999998,3.8
TRX3180950,2020-05-09,30282,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.4,Kristin Shelton,KF152,Drugs for obstructive airway diseases,N05B,636200,0.04,30,610752.0,183225.6,4.9
TRX5071497,2021-03-19,16339,Kimia Farma - Apotek,Subang,Jawa Barat,4.7,Kelli Caldwell,KF710,Antihistamines for systemic use,M01AE,958000,0.13,30,833460.0,250038.0,3.8
TRX6288630,2021-09-16,53053,Kimia Farma - Apotek,Lubuklinggau,Sumatera Selatan,3.9,Keith Woods,KF633,"Other analgesics and antipyretics, Pyrazolones and Anilides",M01AE,962800,0.13,30,837636.0,251290.8,3.1
TRX6322142,2023-03-06,76684,Kimia Farma - Klinik & Apotek,Yogyakarta,DI Yogyakarta,4.1,Michelle Lynch,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",R06,384900,0.03,25,373353.0,93338.25,4.1
TRX4184660,2020-01-21,49758,Kimia Farma - Apotek,Pematangsiantar,Sumatera Utara,4.7,Ashley Williams,KF611,"Other analgesics and antipyretics, Pyrazolones and Anilides",N02BE/B,544800,0.02,30,533904.0,160171.19999999998,4.4
TRX5850461,2021-05-21,86047,Kimia Farma - Klinik-Apotek-Laboratorium,Jakarta,DKI Jakarta,4.4,Rebecca Johnson,KF505,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,454900,0.14,25,391214.0,97803.5,4.8
TRX1553002,2023-09-18,71869,Kimia Farma - Apotek,Cirebon,Jawa Barat,4.1,George Scott,KF279,Antihistamines for systemic use,N05C,411000,0.14,25,353460.0,88365.0,4.9
TRX4889850,2022-09-12,14693,Kimia Farma - Apotek,Karawang,Jawa Barat,3.9,Anna Alexander,KF766,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",M01AB,108500,0.09,20,98735.0,19747.0,5.0
TRX8743193,2020-06-16,69548,Kimia Farma - Apotek,Tangerang,Banten,4.0,Kristina Arias,KF953,Drugs for obstructive airway diseases,R06,997500,0.08,30,917700.0,275310.0,3.1
TRX8033321,2023-02-26,20698,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4.1,James Foster,KF492,"Psycholeptics drugs, Hypnotics and sedatives drugs",N02BE/B,751900,0.09,30,684229.0,205268.69999999998,4.4
TRX9012780,2022-04-07,30515,Kimia Farma - Klinik-Apotek-Laboratorium,Jayapura,Papua,4.8,Karen Sanders,KF544,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,667100,0.06,30,627074.0,188122.19999999998,4.2
TRX5706743,2020-08-09,95134,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,4.2,Patrick Robinson,KF236,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",R03,417300,0.06,25,392262.0,98065.5,3.9
TRX5978322,2022-03-21,78847,Kimia Farma - Klinik-Apotek-Laboratorium,Batam,Kepulauan Riau,4.6,Angela Johnston,KF568,"Psycholeptics drugs, Anxiolytic drugs",N02BA,123200,0.04,20,118272.0,23654.4,4.4
TRX8085435,2023-10-09,18525,Kimia Farma - Klinik-Apotek-Laboratorium,Dumai,Riau,4.8,Gwendolyn Villegas,KF568,"Psycholeptics drugs, Anxiolytic drugs",N02BA,123200,0.03,20,119504.0,23900.800000000003,3.4
TRX1160646,2022-10-05,42584,Kimia Farma - Klinik & Apotek,Bima,Nusa Tenggara Barat,4.2,Dr. Jennifer Patterson MD,KF151,"Other analgesics and antipyretics, Pyrazolones and Anilides",N02BE/B,723800,0.14,30,622468.0,186740.4,3.2
TRX5092374,2023-09-29,61194,Kimia Farma - Apotek,Jakarta,DKI Jakarta,4.2,Margaret Price,KF816,Drugs for obstructive airway diseases,R06,477100,0.04,25,458016.0,114504.0,4.3
TRX9670032,2022-11-17,37079,Kimia Farma - Klinik-Apotek-Laboratorium,Bitung,Sulawesi Utara,4.6,Alejandro Moses,KF829,Drugs for obstructive airway diseases,R06,76900,0.05,15,73055.0,10958.25,4.1
TRX4807105,2021-03-25,92261,Kimia Farma - Apotek,Subang,Jawa Barat,4.6,Marco Gilbert,KF854,Drugs for obstructive airway diseases,N05B,681000,0.07,30,633330.0,189999.0,3.3
TRX1819378,2020-02-10,36412,Kimia Farma - Klinik & Apotek,Pariaman,Sumatera Barat,4.7,Tiffany Lynch,KF505,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,454900,0.13,25,395763.0,98940.75,4.2
TRX7607708,2021-08-18,50346,Kimia Farma - Klinik-Apotek-Laboratorium,Padang Sidempuan,Sumatera Utara,4.2,Latoya King,KF633,"Other analgesics and antipyretics, Pyrazolones and Anilides",M01AE,962800,0.06,30,905032.0,271509.6,5.0
TRX3963534,2022-10-18,44176,Kimia Farma - Klinik & Apotek,Bandung,Jawa Barat,4.7,Michael Riley,KF132,"Psycholeptics drugs, Hypnotics and sedatives drugs",R03,6400,0.14,10,5504.0,550.4,3.1
TRX1614089,2023-03-01,64017,Kimia Farma - Klinik & Apotek,Pangkalpinang,Bangka Belitung,4.8,Laura Jackson,KF500,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05B,638700,0.01,30,632313.0,189693.9,4.9
TRX1231429,2023-09-26,89957,Kimia Farma - Klinik & Apotek,Padang,Sumatera Barat,4.7,Anthony Blackwell DVM,KF240,"Psycholeptics drugs, Anxiolytic drugs",M01AE,491300,0.02,25,481474.0,120368.5,3.1
TRX6192892,2020-08-22,40960,Kimia Farma - Klinik-Apotek-Laboratorium,Tebing Tinggi,Sumatera Utara,4.5,Roger Ramirez,KF689,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",R06,883300,0.03,30,856801.0,257040.3,4.0
TRX1287963,2022-11-25,38326,Kimia Farma - Klinik-Apotek-Laboratorium,Purwokerto,Jawa Tengah,4.1,Sarah Martin,KF198,"Other analgesics and antipyretics, Salicylic acid and derivatives",M01AB,287100,0.14,20,246906.0,49381.200000000004,4.6
TRX3994373,2023-11-18,33414,Kimia Farma - Klinik & Apotek,Lubuklinggau,Sumatera Selatan,4.0,Traci Little,KF629,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",R06,273900,0.08,20,251988.0,50397.600000000006,4.9
TRX9600414,2020-01-05,49734,Kimia Farma - Klinik & Apotek,Madiun,Jawa Timur,4.0,Juan Walters,KF957,"Psycholeptics drugs, Anxiolytic drugs",R03,953000,0.05,30,905350.0,271605.0,4.2
TRX7710265,2022-05-05,79120,Kimia Farma - Klinik & Apotek,Jakarta,DKI Jakarta,4.3,Karen Banks,KF548,"Other analgesics and antipyretics, Pyrazolones and Anilides",N05B,877500,0.01,30,868725.0,260617.5,3.4
TRX8887276,2023-12-24,24789,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.2,Brendan Jackson,KF521,"Other analgesics and antipyretics, Salicylic acid and derivatives",R03,765500,0.1,30,688950.0,206685.0,5.0
TRX5216469,2022-02-06,27750,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,4.6,Michael Mccoy,KF664,"Psycholeptics drugs, Anxiolytic drugs",M01AE,906600,0.0,30,906600.0,271980.0,4.2
TRX1343470,2022-05-16,30970,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.9,Sean Sharp,KF505,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,454900,0.14,25,391214.0,97803.5,3.5
TRX6783420,2020-01-08,22252,Kimia Farma - Klinik-Apotek-Laboratorium,Bitung,Sulawesi Utara,4.0,Casey Kane,KF482,Antihistamines for systemic use,M01AE,839100,0.01,30,830709.0,249212.69999999998,4.9
TRX3787107,2021-01-09,30842,Kimia Farma - Apotek,Dumai,Riau,4.0,Danielle Mcneil,KF601,"Psycholeptics drugs, Anxiolytic drugs",N02BE/B,512000,0.13,30,445440.0,133632.0,4.0
TRX6684921,2021-06-04,54110,Kimia Farma - Apotek,Solok,Sumatera Barat,4.0,Jonathan Wilson,KF854,Drugs for obstructive airway diseases,N05B,681000,0.03,30,660570.0,198171.0,3.6
TRX5194337,2021-04-14,33414,Kimia Farma - Klinik & Apotek,Lubuklinggau,Sumatera Selatan,4.0,Sherry White,KF999,"Other analgesics and antipyretics, Pyrazolones and Anilides",R06,389900,0.04,25,374304.0,93576.0,3.7
TRX4705821,2020-09-19,16013,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,4.2,Jordan Lopez,KF149,Antihistamines for systemic use,M01AE,385300,0.04,25,369888.0,92472.0,3.1
TRX5491400,2023-10-26,75976,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,4.0,Erin Peterson,KF163,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",R06,372200,0.14,25,320092.0,80023.0,4.0
TRX7291378,2022-07-02,76512,Kimia Farma - Klinik & Apotek,Bogor,Jawa Barat,4.7,Daniel Joseph,KF852,"Psycholeptics drugs, Anxiolytic drugs",R06,935700,0.08,30,860844.0,258253.19999999998,4.2
TRX6845164,2022-02-15,37946,Kimia Farma - Apotek,Cirebon,Jawa Barat,4.1,Elizabeth Flores,KF322,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",N05C,626100,0.02,30,613578.0,184073.4,3.0
TRX5845613,2021-07-20,18306,Kimia Farma - Apotek,Manado,Sulawesi Utara,5.0,Brett Moyer,KF378,Drugs for obstructive airway diseases,R03,283100,0.07,20,263283.0,52656.600000000006,5.0
TRX7826062,2022-10-24,33691,Kimia Farma - Klinik-Apotek-Laboratorium,Palu,Sulawesi Tengah,4.9,Emily Hardy,KF608,"Psycholeptics drugs, Anxiolytic drugs",R06,789700,0.05,30,750215.0,225064.5,4.6
TRX7430553,2021-02-01,90734,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.6,Terry Thomas,KF152,Drugs for obstructive airway diseases,N05B,636200,0.02,30,623476.0,187042.8,4.2
TRX2801433,2022-03-12,66696,Kimia Farma - Klinik-Apotek-Laboratorium,Denpasar,Bali,4.0,Paula Herrera,KF222,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",R03,64000,0.05,15,60800.0,9120.0,4.6
TRX4614519,2021-11-14,45107,Kimia Farma - Klinik-Apotek-Laboratorium,Bogor,Jawa Barat,4.8,Jeremy Gonzalez,KF540,"Other analgesics and antipyretics, Salicylic acid and derivatives",R03,744200,0.02,30,729316.0,218794.8,3.2
TRX3509525,2022-01-31,88832,Kimia Farma - Apotek,Jakarta,DKI Jakarta,4.2,Thomas Williams,KF298,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,532600,0.1,30,479340.0,143802.0,3.7
TRX3708769,2020-05-04,61880,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.0,Cindy Castro,KF766,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",M01AB,108500,0.12,20,95480.0,19096.0,3.7
TRX6145939,2023-03-31,33104,Kimia Farma - Klinik & Apotek,Balikpapan,Kalimantan Timur,3.9,Danielle Owens,KF427,"Other analgesics and antipyretics, Salicylic acid and derivatives",N02BA,3100,0.05,10,2945.0,294.5,3.7
TRX1039675,2023-02-23,60999,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,4.5,Ashley Snyder,KF500,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05B,638700,0.09,30,581217.0,174365.1,3.2
TRX9827923,2021-04-22,66023,Kimia Farma - Klinik & Apotek,Tomohon,Sulawesi Utara,4.2,Daniel Yang,KF505,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,454900,0.09,25,413959.0,103489.75,3.1
TRX8666778,2020-12-13,11896,Kimia Farma - Klinik-Apotek-Laboratorium,Ambon,Maluku,4.6,Elaine Dunlap,KF299,"Psycholeptics drugs, Hypnotics and sedatives drugs",N05C,52000,0.05,15,49400.0,7410.0,3.2
TRX5600260,2023-10-21,20966,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.0,Richard Ponce,KF540,"Other analgesics and antipyretics, Salicylic acid and derivatives",R03,744200,0.13,30,647454.0,194236.19999999998,4.8
TRX5594138,2022-06-03,30291,Kimia Farma - Apotek,Manado,Sulawesi Utara,4.9,Lee Marshall,KF679,"Psycholeptics drugs, Anxiolytic drugs",M01AE,924800,0.1,30,832320.0,249696.0,3.7
TRX6989830,2023-10-06,35236,Kimia Farma - Klinik & Apotek,Tomohon,Sulawesi Utara,4.7,Amanda Palmer,KF879,Antihistamines for systemic use,N05C,441000,0.08,25,405720.0,101430.0,3.0
TRX2726942,2021-06-05,82336,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.2,Sarah Moran,KF633,"Other analgesics and antipyretics, Pyrazolones and Anilides",M01AE,962800,0.05,30,914660.0,274398.0,4.0
TRX3668725,2020-02-26,17543,Kimia Farma - Klinik-Apotek-Laboratorium,Palu,Sulawesi Tengah,4.4,Angela Ferguson,KF477,Antihistamines for systemic use,R06,747200,0.13,30,650064.0,195019.19999999998,4.9
TRX4229826,2023-11-15,35406,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,4.2,Keith Lynn,KF611,"Other analgesics and antipyretics, Pyrazolones and Anilides",N02BE/B,544800,0.03,30,528456.0,158536.8,4.3
TRX2236645,2023-12-04,36953,Kimia Farma - Apotek,Cilacap,Jawa Tengah,5.0,Lauren Perkins,KF554,Drugs for obstructive airway diseases,N05C,308900,0.1,25,278010.0,69502.5,4.6
TRX4011328,2023-07-30,88782,Kimia Farma - Klinik-Apotek-Laboratorium,Makassar,Sulawesi Selatan,5.0,Joshua Lyons,KF710,Antihistamines for systemic use,M01AE,958000,0.01,30,948420.0,284526.0,4.5
TRX4037220,2023-10-23,99984,Kimia Farma - Klinik & Apotek,Batam,Kepulauan Riau,4.4,Roy Burton,KF943,"Other analgesics and antipyretics, Salicylic acid and derivatives",N05B,5500,0.13,10,4785.0,478.5,3.6
TRX8344804,2022-12-09,70739,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.2,Mrs. April Carpenter,KF322,"Anti-inflammatory and antirheumatic products, non-steroids, Propionic acid derivatives",N05C,626100,0.12,30,550968.0,165290.4,4.5
TRX9519190,2023-12-10,93630,Kimia Farma - Klinik-Apotek-Laboratorium,Kendari,Sulawesi Tenggara,4.2,Jennifer Howell,KF544,"Psycholeptics drugs, Hypnotics and sedatives drugs",R06,667100,0.11,30,593719.0,178115.69999999998,4.7
TRX3961650,2022-04-10,34854,Kimia Farma - Klinik-Apotek-Laboratorium,Probolinggo,Jawa Timur,4.4,Ryan Vazquez,KF346,"Anti-inflammatory and antirheumatic products, non-steroids, Acetic acid derivatives and related substances",R06,384900,0.0,25,384900.0,96225.0,4.0
TRX7899958,2021-10-10,89840,Kimia Farma - Apotek,Makassar,Sulawesi Selatan,4.9,Steven Wells,KF611,"Other analgesics and antipyretics, Pyrazolones and Anilides",N02BE/B,544800,0.11,30,484872.0,145461.6,3.3
